filename	directory	defect	defect_ID
6001.jpg	datas\finishing roll printing\6001.jpg	finishing roll printing	0
6002.jpg	datas\finishing roll printing\6002.jpg	finishing roll printing	0
6003.jpg	datas\finishing roll printing\6003.jpg	finishing roll printing	0
6004.jpg	datas\finishing roll printing\6004.jpg	finishing roll printing	0
6005.jpg	datas\finishing roll printing\6005.jpg	finishing roll printing	0
6006.jpg	datas\finishing roll printing\6006.jpg	finishing roll printing	0
6007.jpg	datas\finishing roll printing\6007.jpg	finishing roll printing	0
6008.jpg	datas\finishing roll printing\6008.jpg	finishing roll printing	0
6009.jpg	datas\finishing roll printing\6009.jpg	finishing roll printing	0
6010.jpg	datas\finishing roll printing\6010.jpg	finishing roll printing	0
6011.jpg	datas\finishing roll printing\6011.jpg	finishing roll printing	0
6012.jpg	datas\finishing roll printing\6012.jpg	finishing roll printing	0
6013.jpg	datas\finishing roll printing\6013.jpg	finishing roll printing	0
6014.jpg	datas\finishing roll printing\6014.jpg	finishing roll printing	0
6015.jpg	datas\finishing roll printing\6015.jpg	finishing roll printing	0
6016.jpg	datas\finishing roll printing\6016.jpg	finishing roll printing	0
6017.jpg	datas\finishing roll printing\6017.jpg	finishing roll printing	0
6018.jpg	datas\finishing roll printing\6018.jpg	finishing roll printing	0
6019.jpg	datas\finishing roll printing\6019.jpg	finishing roll printing	0
6020.jpg	datas\finishing roll printing\6020.jpg	finishing roll printing	0
6021.jpg	datas\finishing roll printing\6021.jpg	finishing roll printing	0
6022.jpg	datas\finishing roll printing\6022.jpg	finishing roll printing	0
6023.jpg	datas\finishing roll printing\6023.jpg	finishing roll printing	0
6024.jpg	datas\finishing roll printing\6024.jpg	finishing roll printing	0
6025.jpg	datas\finishing roll printing\6025.jpg	finishing roll printing	0
6026.jpg	datas\finishing roll printing\6026.jpg	finishing roll printing	0
6027.jpg	datas\finishing roll printing\6027.jpg	finishing roll printing	0
6028.jpg	datas\finishing roll printing\6028.jpg	finishing roll printing	0
6029.jpg	datas\finishing roll printing\6029.jpg	finishing roll printing	0
6030.jpg	datas\finishing roll printing\6030.jpg	finishing roll printing	0
6031.jpg	datas\finishing roll printing\6031.jpg	finishing roll printing	0
6032.jpg	datas\finishing roll printing\6032.jpg	finishing roll printing	0
6033.jpg	datas\finishing roll printing\6033.jpg	finishing roll printing	0
6034.jpg	datas\finishing roll printing\6034.jpg	finishing roll printing	0
6035.jpg	datas\finishing roll printing\6035.jpg	finishing roll printing	0
6036.jpg	datas\finishing roll printing\6036.jpg	finishing roll printing	0
6037.jpg	datas\finishing roll printing\6037.jpg	finishing roll printing	0
6038.jpg	datas\finishing roll printing\6038.jpg	finishing roll printing	0
6039.jpg	datas\finishing roll printing\6039.jpg	finishing roll printing	0
6040.jpg	datas\finishing roll printing\6040.jpg	finishing roll printing	0
6041.jpg	datas\finishing roll printing\6041.jpg	finishing roll printing	0
6042.jpg	datas\finishing roll printing\6042.jpg	finishing roll printing	0
6043.jpg	datas\finishing roll printing\6043.jpg	finishing roll printing	0
6044.jpg	datas\finishing roll printing\6044.jpg	finishing roll printing	0
6045.jpg	datas\finishing roll printing\6045.jpg	finishing roll printing	0
6046.jpg	datas\finishing roll printing\6046.jpg	finishing roll printing	0
6047.jpg	datas\finishing roll printing\6047.jpg	finishing roll printing	0
6048.jpg	datas\finishing roll printing\6048.jpg	finishing roll printing	0
6049.jpg	datas\finishing roll printing\6049.jpg	finishing roll printing	0
6050.jpg	datas\finishing roll printing\6050.jpg	finishing roll printing	0
6051.jpg	datas\finishing roll printing\6051.jpg	finishing roll printing	0
6052.jpg	datas\finishing roll printing\6052.jpg	finishing roll printing	0
6053.jpg	datas\finishing roll printing\6053.jpg	finishing roll printing	0
6054.jpg	datas\finishing roll printing\6054.jpg	finishing roll printing	0
6055.jpg	datas\finishing roll printing\6055.jpg	finishing roll printing	0
6056.jpg	datas\finishing roll printing\6056.jpg	finishing roll printing	0
6057.jpg	datas\finishing roll printing\6057.jpg	finishing roll printing	0
6058.jpg	datas\finishing roll printing\6058.jpg	finishing roll printing	0
6059.jpg	datas\finishing roll printing\6059.jpg	finishing roll printing	0
6060.jpg	datas\finishing roll printing\6060.jpg	finishing roll printing	0
6061.jpg	datas\finishing roll printing\6061.jpg	finishing roll printing	0
6062.jpg	datas\finishing roll printing\6062.jpg	finishing roll printing	0
6063.jpg	datas\finishing roll printing\6063.jpg	finishing roll printing	0
6064.jpg	datas\finishing roll printing\6064.jpg	finishing roll printing	0
6065.jpg	datas\finishing roll printing\6065.jpg	finishing roll printing	0
6066.jpg	datas\finishing roll printing\6066.jpg	finishing roll printing	0
6067.jpg	datas\finishing roll printing\6067.jpg	finishing roll printing	0
6068.jpg	datas\finishing roll printing\6068.jpg	finishing roll printing	0
6069.jpg	datas\finishing roll printing\6069.jpg	finishing roll printing	0
6070.jpg	datas\finishing roll printing\6070.jpg	finishing roll printing	0
6071.jpg	datas\finishing roll printing\6071.jpg	finishing roll printing	0
6072.jpg	datas\finishing roll printing\6072.jpg	finishing roll printing	0
6073.jpg	datas\finishing roll printing\6073.jpg	finishing roll printing	0
6074.jpg	datas\finishing roll printing\6074.jpg	finishing roll printing	0
6075.jpg	datas\finishing roll printing\6075.jpg	finishing roll printing	0
6076.jpg	datas\finishing roll printing\6076.jpg	finishing roll printing	0
6077.jpg	datas\finishing roll printing\6077.jpg	finishing roll printing	0
6078.jpg	datas\finishing roll printing\6078.jpg	finishing roll printing	0
6079.jpg	datas\finishing roll printing\6079.jpg	finishing roll printing	0
6080.jpg	datas\finishing roll printing\6080.jpg	finishing roll printing	0
6081.jpg	datas\finishing roll printing\6081.jpg	finishing roll printing	0
6082.jpg	datas\finishing roll printing\6082.jpg	finishing roll printing	0
6083.jpg	datas\finishing roll printing\6083.jpg	finishing roll printing	0
6084.jpg	datas\finishing roll printing\6084.jpg	finishing roll printing	0
6085.jpg	datas\finishing roll printing\6085.jpg	finishing roll printing	0
6086.jpg	datas\finishing roll printing\6086.jpg	finishing roll printing	0
6087.jpg	datas\finishing roll printing\6087.jpg	finishing roll printing	0
6088.jpg	datas\finishing roll printing\6088.jpg	finishing roll printing	0
6089.jpg	datas\finishing roll printing\6089.jpg	finishing roll printing	0
6090.jpg	datas\finishing roll printing\6090.jpg	finishing roll printing	0
6091.jpg	datas\finishing roll printing\6091.jpg	finishing roll printing	0
6092.jpg	datas\finishing roll printing\6092.jpg	finishing roll printing	0
6093.jpg	datas\finishing roll printing\6093.jpg	finishing roll printing	0
6094.jpg	datas\finishing roll printing\6094.jpg	finishing roll printing	0
6095.jpg	datas\finishing roll printing\6095.jpg	finishing roll printing	0
6096.jpg	datas\finishing roll printing\6096.jpg	finishing roll printing	0
6097.jpg	datas\finishing roll printing\6097.jpg	finishing roll printing	0
6098.jpg	datas\finishing roll printing\6098.jpg	finishing roll printing	0
6099.jpg	datas\finishing roll printing\6099.jpg	finishing roll printing	0
6100.jpg	datas\finishing roll printing\6100.jpg	finishing roll printing	0
6101.jpg	datas\finishing roll printing\6101.jpg	finishing roll printing	0
6102.jpg	datas\finishing roll printing\6102.jpg	finishing roll printing	0
6103.jpg	datas\finishing roll printing\6103.jpg	finishing roll printing	0
6104.jpg	datas\finishing roll printing\6104.jpg	finishing roll printing	0
6105.jpg	datas\finishing roll printing\6105.jpg	finishing roll printing	0
6106.jpg	datas\finishing roll printing\6106.jpg	finishing roll printing	0
6107.jpg	datas\finishing roll printing\6107.jpg	finishing roll printing	0
6108.jpg	datas\finishing roll printing\6108.jpg	finishing roll printing	0
6109.jpg	datas\finishing roll printing\6109.jpg	finishing roll printing	0
6110.jpg	datas\finishing roll printing\6110.jpg	finishing roll printing	0
6111.jpg	datas\finishing roll printing\6111.jpg	finishing roll printing	0
6112.jpg	datas\finishing roll printing\6112.jpg	finishing roll printing	0
6113.jpg	datas\finishing roll printing\6113.jpg	finishing roll printing	0
6114.jpg	datas\finishing roll printing\6114.jpg	finishing roll printing	0
6115.jpg	datas\finishing roll printing\6115.jpg	finishing roll printing	0
6116.jpg	datas\finishing roll printing\6116.jpg	finishing roll printing	0
6117.jpg	datas\finishing roll printing\6117.jpg	finishing roll printing	0
6118.jpg	datas\finishing roll printing\6118.jpg	finishing roll printing	0
6119.jpg	datas\finishing roll printing\6119.jpg	finishing roll printing	0
6120.jpg	datas\finishing roll printing\6120.jpg	finishing roll printing	0
6121.jpg	datas\finishing roll printing\6121.jpg	finishing roll printing	0
6122.jpg	datas\finishing roll printing\6122.jpg	finishing roll printing	0
6123.jpg	datas\finishing roll printing\6123.jpg	finishing roll printing	0
6124.jpg	datas\finishing roll printing\6124.jpg	finishing roll printing	0
6125.jpg	datas\finishing roll printing\6125.jpg	finishing roll printing	0
6126.jpg	datas\finishing roll printing\6126.jpg	finishing roll printing	0
6127.jpg	datas\finishing roll printing\6127.jpg	finishing roll printing	0
6128.jpg	datas\finishing roll printing\6128.jpg	finishing roll printing	0
6129.jpg	datas\finishing roll printing\6129.jpg	finishing roll printing	0
6130.jpg	datas\finishing roll printing\6130.jpg	finishing roll printing	0
6131.jpg	datas\finishing roll printing\6131.jpg	finishing roll printing	0
6132.jpg	datas\finishing roll printing\6132.jpg	finishing roll printing	0
6133.jpg	datas\finishing roll printing\6133.jpg	finishing roll printing	0
6134.jpg	datas\finishing roll printing\6134.jpg	finishing roll printing	0
6135.jpg	datas\finishing roll printing\6135.jpg	finishing roll printing	0
6136.jpg	datas\finishing roll printing\6136.jpg	finishing roll printing	0
6137.jpg	datas\finishing roll printing\6137.jpg	finishing roll printing	0
6138.jpg	datas\finishing roll printing\6138.jpg	finishing roll printing	0
6139.jpg	datas\finishing roll printing\6139.jpg	finishing roll printing	0
6140.jpg	datas\finishing roll printing\6140.jpg	finishing roll printing	0
6141.jpg	datas\finishing roll printing\6141.jpg	finishing roll printing	0
6142.jpg	datas\finishing roll printing\6142.jpg	finishing roll printing	0
6143.jpg	datas\finishing roll printing\6143.jpg	finishing roll printing	0
6144.jpg	datas\finishing roll printing\6144.jpg	finishing roll printing	0
6145.jpg	datas\finishing roll printing\6145.jpg	finishing roll printing	0
6146.jpg	datas\finishing roll printing\6146.jpg	finishing roll printing	0
6147.jpg	datas\finishing roll printing\6147.jpg	finishing roll printing	0
6148.jpg	datas\finishing roll printing\6148.jpg	finishing roll printing	0
6149.jpg	datas\finishing roll printing\6149.jpg	finishing roll printing	0
6150.jpg	datas\finishing roll printing\6150.jpg	finishing roll printing	0
6151.jpg	datas\finishing roll printing\6151.jpg	finishing roll printing	0
6152.jpg	datas\finishing roll printing\6152.jpg	finishing roll printing	0
6153.jpg	datas\finishing roll printing\6153.jpg	finishing roll printing	0
6154.jpg	datas\finishing roll printing\6154.jpg	finishing roll printing	0
6155.jpg	datas\finishing roll printing\6155.jpg	finishing roll printing	0
6156.jpg	datas\finishing roll printing\6156.jpg	finishing roll printing	0
6157.jpg	datas\finishing roll printing\6157.jpg	finishing roll printing	0
6158.jpg	datas\finishing roll printing\6158.jpg	finishing roll printing	0
6159.jpg	datas\finishing roll printing\6159.jpg	finishing roll printing	0
6160.jpg	datas\finishing roll printing\6160.jpg	finishing roll printing	0
6161.jpg	datas\finishing roll printing\6161.jpg	finishing roll printing	0
6162.jpg	datas\finishing roll printing\6162.jpg	finishing roll printing	0
6163.jpg	datas\finishing roll printing\6163.jpg	finishing roll printing	0
6164.jpg	datas\finishing roll printing\6164.jpg	finishing roll printing	0
6165.jpg	datas\finishing roll printing\6165.jpg	finishing roll printing	0
6166.jpg	datas\finishing roll printing\6166.jpg	finishing roll printing	0
6167.jpg	datas\finishing roll printing\6167.jpg	finishing roll printing	0
6168.jpg	datas\finishing roll printing\6168.jpg	finishing roll printing	0
6169.jpg	datas\finishing roll printing\6169.jpg	finishing roll printing	0
6170.jpg	datas\finishing roll printing\6170.jpg	finishing roll printing	0
6171.jpg	datas\finishing roll printing\6171.jpg	finishing roll printing	0
6172.jpg	datas\finishing roll printing\6172.jpg	finishing roll printing	0
6173.jpg	datas\finishing roll printing\6173.jpg	finishing roll printing	0
6174.jpg	datas\finishing roll printing\6174.jpg	finishing roll printing	0
6175.jpg	datas\finishing roll printing\6175.jpg	finishing roll printing	0
6176.jpg	datas\finishing roll printing\6176.jpg	finishing roll printing	0
6177.jpg	datas\finishing roll printing\6177.jpg	finishing roll printing	0
6178.jpg	datas\finishing roll printing\6178.jpg	finishing roll printing	0
6179.jpg	datas\finishing roll printing\6179.jpg	finishing roll printing	0
6180.jpg	datas\finishing roll printing\6180.jpg	finishing roll printing	0
6181.jpg	datas\finishing roll printing\6181.jpg	finishing roll printing	0
6182.jpg	datas\finishing roll printing\6182.jpg	finishing roll printing	0
6183.jpg	datas\finishing roll printing\6183.jpg	finishing roll printing	0
6184.jpg	datas\finishing roll printing\6184.jpg	finishing roll printing	0
6185.jpg	datas\finishing roll printing\6185.jpg	finishing roll printing	0
6186.jpg	datas\finishing roll printing\6186.jpg	finishing roll printing	0
6187.jpg	datas\finishing roll printing\6187.jpg	finishing roll printing	0
6188.jpg	datas\finishing roll printing\6188.jpg	finishing roll printing	0
6189.jpg	datas\finishing roll printing\6189.jpg	finishing roll printing	0
6190.jpg	datas\finishing roll printing\6190.jpg	finishing roll printing	0
6191.jpg	datas\finishing roll printing\6191.jpg	finishing roll printing	0
6192.jpg	datas\finishing roll printing\6192.jpg	finishing roll printing	0
6193.jpg	datas\finishing roll printing\6193.jpg	finishing roll printing	0
6194.jpg	datas\finishing roll printing\6194.jpg	finishing roll printing	0
6195.jpg	datas\finishing roll printing\6195.jpg	finishing roll printing	0
6196.jpg	datas\finishing roll printing\6196.jpg	finishing roll printing	0
6197.jpg	datas\finishing roll printing\6197.jpg	finishing roll printing	0
6198.jpg	datas\finishing roll printing\6198.jpg	finishing roll printing	0
6199.jpg	datas\finishing roll printing\6199.jpg	finishing roll printing	0
6200.jpg	datas\finishing roll printing\6200.jpg	finishing roll printing	0
6201.jpg	datas\finishing roll printing\6201.jpg	finishing roll printing	0
6202.jpg	datas\finishing roll printing\6202.jpg	finishing roll printing	0
6203.jpg	datas\finishing roll printing\6203.jpg	finishing roll printing	0
3001.jpg	datas\iron sheet ash\3001.jpg	iron sheet ash	1
3002.jpg	datas\iron sheet ash\3002.jpg	iron sheet ash	1
3003.jpg	datas\iron sheet ash\3003.jpg	iron sheet ash	1
3004.jpg	datas\iron sheet ash\3004.jpg	iron sheet ash	1
3005.jpg	datas\iron sheet ash\3005.jpg	iron sheet ash	1
3006.jpg	datas\iron sheet ash\3006.jpg	iron sheet ash	1
3007.jpg	datas\iron sheet ash\3007.jpg	iron sheet ash	1
3008.jpg	datas\iron sheet ash\3008.jpg	iron sheet ash	1
3009.jpg	datas\iron sheet ash\3009.jpg	iron sheet ash	1
3010.jpg	datas\iron sheet ash\3010.jpg	iron sheet ash	1
3011.jpg	datas\iron sheet ash\3011.jpg	iron sheet ash	1
3012.jpg	datas\iron sheet ash\3012.jpg	iron sheet ash	1
3013.jpg	datas\iron sheet ash\3013.jpg	iron sheet ash	1
3014.jpg	datas\iron sheet ash\3014.jpg	iron sheet ash	1
3015.jpg	datas\iron sheet ash\3015.jpg	iron sheet ash	1
3016.jpg	datas\iron sheet ash\3016.jpg	iron sheet ash	1
3017.jpg	datas\iron sheet ash\3017.jpg	iron sheet ash	1
3018.jpg	datas\iron sheet ash\3018.jpg	iron sheet ash	1
3019.jpg	datas\iron sheet ash\3019.jpg	iron sheet ash	1
3020.jpg	datas\iron sheet ash\3020.jpg	iron sheet ash	1
3021.jpg	datas\iron sheet ash\3021.jpg	iron sheet ash	1
3022.jpg	datas\iron sheet ash\3022.jpg	iron sheet ash	1
3023.jpg	datas\iron sheet ash\3023.jpg	iron sheet ash	1
3024.jpg	datas\iron sheet ash\3024.jpg	iron sheet ash	1
3025.jpg	datas\iron sheet ash\3025.jpg	iron sheet ash	1
3026.jpg	datas\iron sheet ash\3026.jpg	iron sheet ash	1
3027.jpg	datas\iron sheet ash\3027.jpg	iron sheet ash	1
3028.jpg	datas\iron sheet ash\3028.jpg	iron sheet ash	1
3029.jpg	datas\iron sheet ash\3029.jpg	iron sheet ash	1
3030.jpg	datas\iron sheet ash\3030.jpg	iron sheet ash	1
3031.jpg	datas\iron sheet ash\3031.jpg	iron sheet ash	1
3032.jpg	datas\iron sheet ash\3032.jpg	iron sheet ash	1
3033.jpg	datas\iron sheet ash\3033.jpg	iron sheet ash	1
3034.jpg	datas\iron sheet ash\3034.jpg	iron sheet ash	1
3035.jpg	datas\iron sheet ash\3035.jpg	iron sheet ash	1
3036.jpg	datas\iron sheet ash\3036.jpg	iron sheet ash	1
3037.jpg	datas\iron sheet ash\3037.jpg	iron sheet ash	1
3038.jpg	datas\iron sheet ash\3038.jpg	iron sheet ash	1
3039.jpg	datas\iron sheet ash\3039.jpg	iron sheet ash	1
3040.jpg	datas\iron sheet ash\3040.jpg	iron sheet ash	1
3041.jpg	datas\iron sheet ash\3041.jpg	iron sheet ash	1
3042.jpg	datas\iron sheet ash\3042.jpg	iron sheet ash	1
3043.jpg	datas\iron sheet ash\3043.jpg	iron sheet ash	1
3044.jpg	datas\iron sheet ash\3044.jpg	iron sheet ash	1
3045.jpg	datas\iron sheet ash\3045.jpg	iron sheet ash	1
3046.jpg	datas\iron sheet ash\3046.jpg	iron sheet ash	1
3047.jpg	datas\iron sheet ash\3047.jpg	iron sheet ash	1
3048.jpg	datas\iron sheet ash\3048.jpg	iron sheet ash	1
3049.jpg	datas\iron sheet ash\3049.jpg	iron sheet ash	1
3050.jpg	datas\iron sheet ash\3050.jpg	iron sheet ash	1
3051.jpg	datas\iron sheet ash\3051.jpg	iron sheet ash	1
3052.jpg	datas\iron sheet ash\3052.jpg	iron sheet ash	1
3053.jpg	datas\iron sheet ash\3053.jpg	iron sheet ash	1
3054.jpg	datas\iron sheet ash\3054.jpg	iron sheet ash	1
3055.jpg	datas\iron sheet ash\3055.jpg	iron sheet ash	1
3056.jpg	datas\iron sheet ash\3056.jpg	iron sheet ash	1
3057.jpg	datas\iron sheet ash\3057.jpg	iron sheet ash	1
3058.jpg	datas\iron sheet ash\3058.jpg	iron sheet ash	1
3059.jpg	datas\iron sheet ash\3059.jpg	iron sheet ash	1
3060.jpg	datas\iron sheet ash\3060.jpg	iron sheet ash	1
3061.jpg	datas\iron sheet ash\3061.jpg	iron sheet ash	1
3062.jpg	datas\iron sheet ash\3062.jpg	iron sheet ash	1
3063.jpg	datas\iron sheet ash\3063.jpg	iron sheet ash	1
3064.jpg	datas\iron sheet ash\3064.jpg	iron sheet ash	1
3065.jpg	datas\iron sheet ash\3065.jpg	iron sheet ash	1
3066.jpg	datas\iron sheet ash\3066.jpg	iron sheet ash	1
3067.jpg	datas\iron sheet ash\3067.jpg	iron sheet ash	1
3068.jpg	datas\iron sheet ash\3068.jpg	iron sheet ash	1
3069.jpg	datas\iron sheet ash\3069.jpg	iron sheet ash	1
3070.jpg	datas\iron sheet ash\3070.jpg	iron sheet ash	1
3071.jpg	datas\iron sheet ash\3071.jpg	iron sheet ash	1
3072.jpg	datas\iron sheet ash\3072.jpg	iron sheet ash	1
3073.jpg	datas\iron sheet ash\3073.jpg	iron sheet ash	1
3074.jpg	datas\iron sheet ash\3074.jpg	iron sheet ash	1
3075.jpg	datas\iron sheet ash\3075.jpg	iron sheet ash	1
3076.jpg	datas\iron sheet ash\3076.jpg	iron sheet ash	1
3077.jpg	datas\iron sheet ash\3077.jpg	iron sheet ash	1
3078.jpg	datas\iron sheet ash\3078.jpg	iron sheet ash	1
3079.jpg	datas\iron sheet ash\3079.jpg	iron sheet ash	1
3080.jpg	datas\iron sheet ash\3080.jpg	iron sheet ash	1
3081.jpg	datas\iron sheet ash\3081.jpg	iron sheet ash	1
3082.jpg	datas\iron sheet ash\3082.jpg	iron sheet ash	1
3083.jpg	datas\iron sheet ash\3083.jpg	iron sheet ash	1
3084.jpg	datas\iron sheet ash\3084.jpg	iron sheet ash	1
3085.jpg	datas\iron sheet ash\3085.jpg	iron sheet ash	1
3086.jpg	datas\iron sheet ash\3086.jpg	iron sheet ash	1
3087.jpg	datas\iron sheet ash\3087.jpg	iron sheet ash	1
3088.jpg	datas\iron sheet ash\3088.jpg	iron sheet ash	1
3089.jpg	datas\iron sheet ash\3089.jpg	iron sheet ash	1
3090.jpg	datas\iron sheet ash\3090.jpg	iron sheet ash	1
3091.jpg	datas\iron sheet ash\3091.jpg	iron sheet ash	1
3092.jpg	datas\iron sheet ash\3092.jpg	iron sheet ash	1
3093.jpg	datas\iron sheet ash\3093.jpg	iron sheet ash	1
3094.jpg	datas\iron sheet ash\3094.jpg	iron sheet ash	1
3095.jpg	datas\iron sheet ash\3095.jpg	iron sheet ash	1
3096.jpg	datas\iron sheet ash\3096.jpg	iron sheet ash	1
3097.jpg	datas\iron sheet ash\3097.jpg	iron sheet ash	1
3098.jpg	datas\iron sheet ash\3098.jpg	iron sheet ash	1
3099.jpg	datas\iron sheet ash\3099.jpg	iron sheet ash	1
3100.jpg	datas\iron sheet ash\3100.jpg	iron sheet ash	1
3101.jpg	datas\iron sheet ash\3101.jpg	iron sheet ash	1
3102.jpg	datas\iron sheet ash\3102.jpg	iron sheet ash	1
3103.jpg	datas\iron sheet ash\3103.jpg	iron sheet ash	1
3104.jpg	datas\iron sheet ash\3104.jpg	iron sheet ash	1
3105.jpg	datas\iron sheet ash\3105.jpg	iron sheet ash	1
3106.jpg	datas\iron sheet ash\3106.jpg	iron sheet ash	1
3107.jpg	datas\iron sheet ash\3107.jpg	iron sheet ash	1
3108.jpg	datas\iron sheet ash\3108.jpg	iron sheet ash	1
3109.jpg	datas\iron sheet ash\3109.jpg	iron sheet ash	1
